UserId,Experiment,ExperimentCondition,EmailId,PhaseTrial,Decision,EmailType,PhaseValue,Confidence,EmailAction,ReactionTime,Correct
706203298,1,GPT-4 Written GPT-4 Styled,993.0,24,true,ham,Training,3,1,15991,0
706203298,1,GPT-4 Written GPT-4 Styled,1013.0,23,true,ham,Training,1,2,5936,0
706203298,1,GPT-4 Written GPT-4 Styled,941.0,22,true,ham,Training,1,1,6590,0
706203298,1,GPT-4 Written GPT-4 Styled,749.0,21,true,phishing,Training,1,2,11454,1
706203298,1,GPT-4 Written GPT-4 Styled,153.0,20,true,phishing,Training,3,1,10847,1
706203298,1,GPT-4 Written GPT-4 Styled,1309.0,19,true,ham,Training,1,1,10191,0
706203298,1,GPT-4 Written GPT-4 Styled,1121.0,18,true,ham,Training,2,1,7120,0
706203298,1,GPT-4 Written GPT-4 Styled,1417.0,17,true,ham,Training,2,3,21620,0
231907372,1,GPT-4 Written Plain Styled,162.0,9,false,phishing,postTraining,2,5,8493,0
231907372,1,GPT-4 Written Plain Styled,882.0,8,false,ham,postTraining,3,0,6941,1
231907372,1,GPT-4 Written Plain Styled,122.0,7,false,phishing,postTraining,3,1,5024,0
706203298,1,GPT-4 Written GPT-4 Styled,141.0,16,true,phishing,Training,1,1,6642,1
231907372,1,GPT-4 Written Plain Styled,457.0,6,false,phishing,postTraining,3,1,6282,0
231907372,1,GPT-4 Written Plain Styled,597.0,5,false,phishing,postTraining,1,0,6212,0
231907372,1,GPT-4 Written Plain Styled,525.0,4,false,phishing,postTraining,3,2,5993,0
706203298,1,GPT-4 Written GPT-4 Styled,409.0,15,true,phishing,Training,1,1,6466,1
231907372,1,GPT-4 Written Plain Styled,1046.0,3,false,ham,postTraining,1,1,7771,1
231907372,1,GPT-4 Written Plain Styled,1358.0,2,true,ham,postTraining,3,3,5664,0
706203298,1,GPT-4 Written GPT-4 Styled,341.0,14,true,phishing,Training,3,1,14044,1
231907372,1,GPT-4 Written Plain Styled,966.0,1,false,ham,postTraining,1,2,3931,1
706203298,1,GPT-4 Written GPT-4 Styled,1213.0,13,true,ham,Training,1,2,8961,0
231907372,1,GPT-4 Written Plain Styled,326.0,40,false,phishing,Training,2,5,6507,0
706203298,1,GPT-4 Written GPT-4 Styled,1421.0,12,true,ham,Training,1,1,8529,0
231907372,1,GPT-4 Written Plain Styled,334.0,39,false,phishing,Training,2,4,10791,0
